CityID,CityName,StateProvinceID,Location,LatestRecordedPopulation,LastEditedBy,ValidFrom,ValidTo
4625,"Burkett",45,"0xE6100000010CAB1ACE46F8FE3F40E4D87A8670CE58C0",,1,2013-01-01 00:00:00.000,
4628,"Burkeville",45,"0xE6100000010C32B0E99CFAFF3E4015EFB6C1BF6A57C0",,1,2013-01-01 00:00:00.000,
4657,"Burlington",45,"0xE6100000010CF7E7A221E3033F4046990D32C93F58C0",,1,2013-01-01 00:00:00.000,
4711,"Burris",45,"0xE6100000010C6CD49EED2CC3404061ACCA19E57159C0",,1,2013-01-01 00:00:00.000,
4738,"Bushland",45,"0xE6100000010CB5F34762939841408982740C238459C0",,1,2013-01-01 00:00:00.000,
4747,"Bustamante",45,"0xE6100000010C187D602239003B40BBD6DEA72AC758C0",,1,2013-01-01 00:00:00.000,
4750,"Butler",45,"0xE6100000010C622F14B01D523E403722CE79FC5258C0",,1,2013-01-01 00:00:00.000,
4847,"Caddo",45,"0xE6100000010C3FD12B54ED5B4040C436F3F5C6AA58C0",,1,2013-01-01 00:00:00.000,
4955,"Calliham",45,"0xE6100000010C57A9EA2F057B3C4076A8A6246B9658C0",,1,2013-01-01 00:00:00.000,
5040,"Camden",45,"0xE6100000010CE0E70995C9EA3E404DE262FBFFAE57C0",,1,2013-01-01 00:00:00.000,
5076,"Camp San Saba",45,"0xE6100000010C57D92DB8D5FE3E40DCACB0CF52D058C0",,1,2013-01-01 00:00:00.000,
5081,"Camp Verde",45,"0xE6100000010C3BB885F8D1E43D40093B2064B4C658C0",,1,2013-01-01 00:00:00.000,
5104,"Campbellton",45,"0xE6100000010C4359F8FA5ABF3C40F42B42565C9358C0",,1,2013-01-01 00:00:00.000,
5153,"Candelaria",45,"0xE6100000010CDC51521674233E405EBFBBF0DE2B5AC0",,1,2013-01-01 00:00:00.000,
5243,"Canyon Valley",45,"0xE6100000010C84903D8C5AB3404072B8A008735559C0",,1,2013-01-01 00:00:00.000,
5246,"Cap Rock",45,"0xE6100000010CD09DBBB8E8BE4040D078C7CE805959C0",,1,2013-01-01 00:00:00.000,
5276,"Capps Switch",45,"0xE6100000010C74ECA012D7044240908D9B75216959C0",,1,2013-01-01 00:00:00.000,
5281,"Caps",45,"0xE6100000010C4278B471C42F4040E4A320D335F658C0",,1,2013-01-01 00:00:00.000,
5320,"Carey",45,"0xE6100000010CBAE23D624F3C41402C0C91D3D71459C0",,1,2013-01-01 00:00:00.000,
5322,"Cargray",45,"0xE6100000010C893ABD9C23C24140E26366553A4B59C0",,1,2013-01-01 00:00:00.000,
5352,"Carlos",45,"0xE6100000010CBE45CC913A983E405AAD5D24FE0458C0",,1,2013-01-01 00:00:00.000,
5362,"Carlton",45,"0xE6100000010CC30C326E0FEB3F400B60CAC0018B58C0",,1,2013-01-01 00:00:00.000,
5475,"Carta Valley",45,"0xE6100000010CABC2B00D26CB3D403556AC2B302B59C0",,1,2013-01-01 00:00:00.000,
5527,"Casa Piedra",45,"0xE6100000010CB1451CFC0EBD3D40DBEC592176035AC0",,1,2013-01-01 00:00:00.000,
5546,"Cash",45,"0xE6100000010C7927FAD74D7F4040ACC1A0F1E90658C0",,1,2013-01-01 00:00:00.000,
5559,"Cason",45,"0xE6100000010CC4961E4DF5844040277F9CD527B457C0",,1,2013-01-01 00:00:00.000,
5620,"Castolon",45,"0xE6100000010C2DEE3F321D223D4017725B11EBE059C0",,1,2013-01-01 00:00:00.000,
5621,"Castor",45,"0xE6100000010CF17B40457A5E3F406EE3AA0DA9A058C0",,1,2013-01-01 00:00:00.000,
5629,"Cat Spring",45,"0xE6100000010CA786472C73D83D403DE477E4D91458C0",,1,2013-01-01 00:00:00.000,
5702,"Cayuga",45,"0xE6100000010C27C929F004F53F405195004661FE57C0",,1,2013-01-01 00:00:00.000,
5737,"Cedar Creek",45,"0xE6100000010CBFFB993050163E4023D6879A0D6058C0",,1,2013-01-01 00:00:00.000,
5764,"Cedar Lake",45,"0xE6100000010CA15A8EA1ADE63C400DDE57E5C2E857C0",,1,2013-01-01 00:00:00.000,
5802,"Cee Vee",45,"0xE6100000010C8134AD5E8F1C4140270BA9EC851C59C0",,1,2013-01-01 00:00:00.000,
5803,"Cego",45,"0xE6100000010C1F46ADD5C33E3F407EA83462664A58C0",,1,2013-01-01 00:00:00.000,
5831,"Center City",45,"0xE6100000010CF7BF6DB76E783F40615A2FE12B9A58C0",,1,2013-01-01 00:00:00.000,
5841,"Center Point",45,"0xE6100000010CA07C30DFB0F13D4058AEB7CD54C258C0",,1,2013-01-01 00:00:00.000,
5924,"Centralia",45,"0xE6100000010C372273C009423F40F93C354D8EC257C0",,1,2013-01-01 00:00:00.000,
5970,"Chalk Mountain",45,"0xE6100000010C8C362273C01340404AC33A9F4B7A58C0",,1,2013-01-01 00:00:00.000,
5984,"Chamberlin",45,"0xE6100000010C97642EBA0613424023C55B42999859C0",,1,2013-01-01 00:00:00.000,
6008,"Chancellor",45,"0xE6100000010C3BCF8E0A52B13E40EE8C00B823CB59C0",,1,2013-01-01 00:00:00.000,
6041,"Chapman Ranch",45,"0xE6100000010C1316CBE31F963B40167B794B035D58C0",,1,2013-01-01 00:00:00.000,
6045,"Chappell Hill",45,"0xE6100000010C78149D1B89243E400E277A2A711058C0",,1,2013-01-01 00:00:00.000,
6048,"Charco",45,"0xE6100000010C5BD6581D94BD3C40853D9237656758C0",,1,2013-01-01 00:00:00.000,
6078,"Charleston",45,"0xE6100000010C273916CA78B14040A96BED7D2AE257C0",,1,2013-01-01 00:00:00.000,
6123,"Chateau Woods",45,"0xE6100000010CDB464D05262B3E40DF196D5512DB57C0",,1,2013-01-01 00:00:00.000,
6202,"Cherokee",45,"0xE6100000010C6CD333187EFB3E40C907985448AD58C0",,1,2013-01-01 00:00:00.000,
6229,"Cherry Spring",45,"0xE6100000010C676B3304B67B3E407DE882FA96C058C0",,1,2013-01-01 00:00:00.000,
6391,"China Springs",45,"0xE6100000010C22E417B902A73F40E6C699CBB25358C0",,1,2013-01-01 00:00:00.000,
6409,"Chisholm",45,"0xE6100000010C9F0F8585496B40405EC4D21BC91758C0",,1,2013-01-01 00:00:00.000,
6413,"Chispa",45,"0xE6100000010C9817601F9DBE3E40AD72FCABA22C5AC0",,1,2013-01-01 00:00:00.000,
6421,"Choate",45,"0xE6100000010CC61451B8C3C33C4046088F368E6F58C0",,1,2013-01-01 00:00:00.000,
6435,"Chriesman",45,"0xE6100000010C08C9022670993E406919A9F7543158C0",,1,2013-01-01 00:00:00.000,
6473,"Chunky",45,"0xE6100000010CCBB9B99D22B34140315EF3AACE7559C0",,1,2013-01-01 00:00:00.000,
6517,"Circle",45,"0xE6100000010C6006BEFD141841404F31186D1F8F59C0",,1,2013-01-01 00:00:00.000,
6524,"Circleville",45,"0xE6100000010CB3DC88DD2DA33E4070833529E05B58C0",,1,2013-01-01 00:00:00.000,
6532,"Cistern",45,"0xE6100000010CFDA19927D7D03D40F5B9DA8AFD4D58C0",,1,2013-01-01 00:00:00.000,
6551,"Clairemont",45,"0xE6100000010C7E26B15A4F954040A9F523EA2A3059C0",,1,2013-01-01 00:00:00.000,
6552,"Clairette",45,"0xE6100000010C4F6A792F080540400389377C9C8758C0",,1,2013-01-01 00:00:00.000,
6666,"Clauene",45,"0xE6100000010C404BFCF61ABB40401BAE1FAC109859C0",,1,2013-01-01 00:00:00.000,
6678,"Clay",45,"0xE6100000010C7765170CAE633E408AEF7A1FFD1558C0",,1,2013-01-01 00:00:00.000,
6696,"Clayton",45,"0xE6100000010C446CB070920C40403744262A659E57C0",,1,2013-01-01 00:00:00.000,
6734,"Clear Lake City",45,"0xE6100000010CDC3818A0238E3D40880DBB945FC757C0",,1,2013-01-01 00:00:00.000,
6738,"Clear Springs",45,"0xE6100000010CC7A98C3512AD3D4071276C9AD28358C0",,1,2013-01-01 00:00:00.000,
6773,"Cleo",45,"0xE6100000010C26F7E05A929A3E409A4B602901F858C0",,1,2013-01-01 00:00:00.000,
6783,"Cleta",45,"0xE6100000010CCCAA19637176414061E8C7154D7B59C0",,1,2013-01-01 00:00:00.000,
6818,"Cliffside",45,"0xE6100000010C399E2A3AEDA141401135762EB17B59C0",,1,2013-01-01 00:00:00.000,
6855,"Cline",45,"0xE6100000010C52D4997B483E3D40A90A57514D0559C0",,1,2013-01-01 00:00:00.000,
6951,"Coady",45,"0xE6100000010C9DB8C1F5CDC83D40C5D622580BC157C0",,1,2013-01-01 00:00:00.000,
7005,"Coble",45,"0xE6100000010CA87CBE1C2CCC4040BD7ED29A30A059C0",,1,2013-01-01 00:00:00.000,
7013,"Coburn",45,"0xE6100000010C53FBBEC980084240F44D3F4DD20959C0",,1,2013-01-01 00:00:00.000,
7020,"Cochran",45,"0xE6100000010C040FC29261073E4023DDCF29480858C0",,1,2013-01-01 00:00:00.000,
7036,"Codman",45,"0xE6100000010C4B7FE5F7ECD14140A1D634EF383059C0",,1,2013-01-01 00:00:00.000,
7229,"Colony",45,"0xE6100000010C26C22BEEE4C43D40A2E018B8724B58C0",,1,2013-01-01 00:00:00.000,
7309,"Comal",45,"0xE6100000010C15EFB6C13FA53D40D7CA3AD24F8E58C0",,1,2013-01-01 00:00:00.000,
7351,"Comstock",45,"0xE6100000010CFD05CC8D33AF3D408E78B29B194B59C0",,1,2013-01-01 00:00:00.000,
7357,"Concan",45,"0xE6100000010CF372D87DC77E3D406A296A7A9AED58C0",,1,2013-01-01 00:00:00.000,
7370,"Concord",45,"0xE6100000010CD331E719FB0840409F724C16F7C257C0",,1,2013-01-01 00:00:00.000,
7390,"Concrete",45,"0xE6100000010C3583537A013D3D40A9914C3DC15258C0",,1,2013-01-01 00:00:00.000,
7397,"Cone",45,"0xE6100000010CCF786C150EE640405AC3FB60CF5859C0",,1,2013-01-01 00:00:00.000,
7420,"Conlen",45,"0xE6100000010CF0FD68931E1E424010BFAC9A318F59C0",,1,2013-01-01 00:00:00.000,
7476,"Conway",45,"0xE6100000010C22D9C81A9A9A414054CAC6DE665859C0",,1,2013-01-01 00:00:00.000,
7489,"Cookville",45,"0xE6100000010CB994A938C4974040E2BC491DAEB657C0",,1,2013-01-01 00:00:00.000,
7541,"Copeville",45,"0xE6100000010C77BE9F1A2F8A4040174BEC35981A58C0",,1,2013-01-01 00:00:00.000,
7568,"Corbet",45,"0xE6100000010CD43C9171D6004040064F7C105D2258C0",,1,2013-01-01 00:00:00.000,
7640,"Cornudas",45,"0xE6100000010C5F48E240A3C73F40875FFB13265E5AC0",,1,2013-01-01 00:00:00.000,
7701,"Cost",45,"0xE6100000010C07C9A76CFD6F3D404F3BFC35D96158C0",,1,2013-01-01 00:00:00.000,
7736,"Cottonwood",45,"0xE6100000010CF2385673CAE93E407CA3B151310058C0",,1,2013-01-01 00:00:00.000,
7755,"Coughran",45,"0xE6100000010C4EC4115AC5F13C404BB3D4D5789A58C0",,1,2013-01-01 00:00:00.000,
7781,"Coupland",45,"0xE6100000010C28918EBCBD753E40A69C2FF6DE5858C0",,1,2013-01-01 00:00:00.000,
7790,"Courtney",45,"0xE6100000010CD3F47E4864443E40394AB956D60358C0",,1,2013-01-01 00:00:00.000,
7906,"Cranell",45,"0xE6100000010CF7104361062B3C4018546529235958C0",,1,2013-01-01 00:00:00.000,
8062,"Cross Cut",45,"0xE6100000010C7D900A0852044040262DA6E37BC858C0",,1,2013-01-01 00:00:00.000,
8146,"Crystal Falls",45,"0xE6100000010CC3352D67A5724040DEA6E4419FB958C0",,1,2013-01-01 00:00:00.000,
8226,"Cundiff",45,"0xE6100000010CE24856348CA84040C62C2059E57F58C0",,1,2013-01-01 00:00:00.000,
8229,"Cunningham",45,"0xE6100000010CD6A3158497B640408D3D2075E0D657C0",,1,2013-01-01 00:00:00.000,
8247,"Curtis",45,"0xE6100000010C1FF64201DBEB3E40772E8CF4228457C0",,1,2013-01-01 00:00:00.000,
8277,"Cut",45,"0xE6100000010CDAAED007CB383F40274F594DD7DE57C0",,1,2013-01-01 00:00:00.000,
8298,"Cuyler",45,"0xE6100000010CDC5328C1D1B141408111EAD8775159C0",,1,2013-01-01 00:00:00.000,
8320,"Dabney",45,"0xE6100000010CE251CF2797293D401D46F7625E0659C0",,1,2013-01-01 00:00:00.000,
8375,"Dallardsville",45,"0xE6100000010C4ED944C1E7A03E402095078E70A857C0",,1,2013-01-01 00:00:00.000,
8437,"Danevang",45,"0xE6100000010C4F3DD2E0B60E3D4047E7FC14470D58C0",,1,2013-01-01 00:00:00.000,
8480,"Darco",45,"0xE6100000010C481630815B3440406284F068E39B57C0",,1,2013-01-01 00:00:00.000,
8545,"Davilla",45,"0xE6100000010C22F312AD26C93E404CA02D8C995158C0",,1,2013-01-01 00:00:00.000,
8562,"Dawn",45,"0xE6100000010C332C90EA857441407414D67CCB8C59C0",,1,2013-01-01 00:00:00.000,
8610,"De Berry",45,"0xE6100000010CC978EF03EB2640405CEBE63DA98A57C0",,1,2013-01-01 00:00:00.000,
8657,"Deanville",45,"0xE6100000010C4EE3288AA16E3E40A3B899C0633058C0",,1,2013-01-01 00:00:00.000,
8772,"Del Valle",45,"0xE6100000010C4D94CED1F4353E406019C000E76958C0",,1,2013-01-01 00:00:00.000,
8802,"Delhi",45,"0xE6100000010C29A380A3D3D33D40A13E13AB505958C0",,1,2013-01-01 00:00:00.000,
8859,"Democrat",45,"0xE6100000010CF88903E8F7AF3F4045532C6D27AA58C0",,1,2013-01-01 00:00:00.000,
